Method,Variant,Dataset,SelectedBy,Round,ValLoss,ValID,ValTemp,PSNR,SSIM,LPIPS,FID,KID Mean,KID Std,ID Similarity,Temporal Jitter,Sync Proxy,metrics_json
PrivFedTalk,privfedtalk_lrs3_stronger_resume_nopers,LRS3,best_loss,558,1.3857640698552132,0.5562294870615005,0.9598159212619066,7.339515686035156,0.009682484902441502,1.3041834747418761,391.32171630859375,0.5106281042098999,0.00797017477452755,0.018286839986103587,0.19954864296596497,0.08339261991204694,runs/paper_compare_2gpu_1000/privfedtalk_lrs3_stronger_resume_nopers/reports/publication_metrics_best_loss.json
FedAvg (adapters),fedavg_lrs3_stronger_resume_nopers,LRS3,best_loss,558,1.3265978731215,0.5562288342043757,0.9598159864544868,7.33951473236084,0.009682536125183105,1.3041820833459496,391.33447265625,0.5106414556503296,0.007970216684043407,0.01828532593935961,0.19954832666553557,0.08339288912247866,runs/paper_compare_2gpu_1000/fedavg_lrs3_stronger_resume_nopers/reports/publication_metrics_best_loss.json
FedProx (2GPU-config),fedprox_lrs3_stronger_resume_nopers,LRS3,best_loss,558,1.3265978135168552,0.5562296751886606,0.959815988317132,7.339515209197998,0.009682515636086464,1.3041832782328129,391.3341979980469,0.5106427669525146,0.007973391562700272,0.018289160823769635,0.19954832654912025,0.08339288830757141,runs/paper_compare_2gpu_1000/fedprox_lrs3_stronger_resume_nopers/reports/publication_metrics_best_loss.json
