variant,config,output_dir,history_file,metrics_json,best_round,val_loss,val_identity,val_temporal,psnr_center_frame,ssim_center_frame,lpips_center_frame,fid_center_frame,kid_mean_center_frame,kid_std_center_frame,identity_face_embedding_center_frame,temporal_jitter_full_video,sync_proxy_model_emb
abl_adapters_only,configs/paper/abl_adapters_only.yaml,/DATA/vineet/PrivFedTalk/outputs_paper_abl_adapters_only,/DATA/vineet/PrivFedTalk/outputs_paper_abl_adapters_only/federated_history.json,,7,1.332944793626666,0.7552414117380977,,,,,,,,,,
abl_dp_only,configs/paper/abl_dp_only.yaml,/DATA/vineet/PrivFedTalk/outputs_paper_abl_dp_only,/DATA/vineet/PrivFedTalk/outputs_paper_abl_dp_only/federated_history.json,,7,1.3329404667019844,0.7552384352311492,,,,,,,,,,
abl_full,configs/paper/abl_full.yaml,/DATA/vineet/PrivFedTalk/outputs_paper_abl_full,/DATA/vineet/PrivFedTalk/outputs_paper_abl_full/federated_history.json,/DATA/vineet/PrivFedTalk/outputs_paper_abl_full/reports/publication_metrics.json,7,1.3922458719462156,0.7552395649254322,,7.3395161628723145,0.009682491421699524,1.304183374159038,391.32403564453125,0.5106343626976013,0.00796988420188427,0.018287793736817548,0.1995486372616142,0.08339264511596411
abl_isfa_only,configs/paper/abl_isfa_only.yaml,/DATA/vineet/PrivFedTalk/outputs_paper_abl_isfa_only,/DATA/vineet/PrivFedTalk/outputs_paper_abl_isfa_only/federated_history.json,,7,1.332944793626666,0.7552414117380977,,,,,,,,,,
abl_tdc_only,configs/paper/abl_tdc_only.yaml,/DATA/vineet/PrivFedTalk/outputs_paper_abl_tdc_only,/DATA/vineet/PrivFedTalk/outputs_paper_abl_tdc_only/federated_history.json,/DATA/vineet/PrivFedTalk/outputs_paper_abl_tdc_only/reports/publication_metrics.json,7,1.3922504875808954,0.7552414117380977,,7.339515686035156,0.009682482108473778,1.3041845383122563,391.3352966308594,0.510646402835846,0.007967667654156685,0.018286472935869824,0.19954864692408592,0.08339268574491143
