variant,val_loss,val_identity,val_temporal,lpips_center_frame,fid_center_frame,identity_face_embedding_center_frame,temporal_jitter_full_video,sync_proxy_model_emb
abl_adapters_only,1.332944793626666,0.7552414117380977,,,,,,
abl_dp_only,1.3329404667019844,0.7552384352311492,,,,,,
abl_full,1.3922458719462156,0.7552395649254322,,1.304183374159038,391.32403564453125,0.018287793736817548,0.1995486372616142,0.08339264511596411
abl_isfa_only,1.332944793626666,0.7552414117380977,,,,,,
abl_tdc_only,1.3922504875808954,0.7552414117380977,,1.3041845383122563,391.3352966308594,0.018286472935869824,0.19954864692408592,0.08339268574491143
