Method,Dataset,Identity Similarity,Sync Proxy,LPIPS,FID,Temporal Jitter
PrivFedTalk,LRS3,0.008324421985889785,0.08338150684721768,1.3028735779225826,392.91265869140625,0.19961519027128816
